pozo,instancia,t_min,p_antes_choke,p_arbol,p_anular,p_gaslift,t_despues_choke,etiqueta
WELL-00024,WELL-00024_20160830190958,1526.0,34.375,255.2649,254.0687,124.4747,52.07501,transitorio
WELL-00024,WELL-00024_20160830190958,1526.5,39.34027,255.3519,254.0687,124.4792,52.05869,transitorio
WELL-00024,WELL-00024_20160830190958,1527.0,40.88541,255.2649,254.0687,124.5028,52.04238,transitorio
WELL-00024,WELL-00024_20160830190958,1527.5,37.06597,255.2649,254.0687,124.6081,52.02606,transitorio
WELL-00024,WELL-00024_20160830190958,1528.0,38.10764,255.4824,254.0687,124.4108,52.00975,transitorio
WELL-00024,WELL-00024_20160830190958,1528.5,39.53125,255.2649,254.0687,124.4529,51.99343,transitorio
WELL-00024,WELL-00024_20160830190958,1529.0,41.45833,255.4462,254.0687,124.3924,51.97712,transitorio
WELL-00024,WELL-00024_20160830190958,1529.5,34.09722,255.5042,254.0687,124.416,51.93632,transitorio
WELL-00024,WELL-00024_20160830190958,1530.0,33.92361,255.2649,253.8621,124.4397,51.88502,transitorio
WELL-00024,WELL-00024_20160830190958,1530.5,33.125,255.3954,254.0687,124.4634,51.83373,transitorio
WELL-00024,WELL-00024_20160830190958,1531.0,39.1493,255.5042,254.0905,124.7159,51.78243,transitorio
WELL-00024,WELL-00024_20160830190958,1531.5,36.48438,255.5259,254.0905,124.3845,51.76829,transitorio
WELL-00024,WELL-00024_20160830190958,1532.0,35.27199,255.3519,254.1557,124.4792,51.84084,transitorio
WELL-00024,WELL-00024_20160830190958,1532.5,39.51389,255.5042,254.0687,124.4792,51.86861,transitorio
WELL-00024,WELL-00024_20160830190958,1533.0,39.11458,255.5042,254.0687,124.4792,51.83783,transitorio
WELL-00024,WELL-00024_20160830190958,1533.5,35.59027,255.2649,253.8512,124.4792,51.80705,transitorio
WELL-00024,WELL-00024_20160830190958,1534.0,36.6493,255.5042,254.0035,124.4792,51.83783,transitorio
WELL-00024,WELL-00024_20160830190958,1534.5,41.90972,255.2649,254.0687,124.4792,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1535.0,36.51041,255.2649,253.8295,124.4792,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1535.5,32.46527,255.3447,254.0687,124.4792,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1536.0,35.65972,255.3519,254.0687,124.4792,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1536.5,40.65972,255.4824,254.0796,124.4792,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1537.0,39.20139,255.4607,254.308,124.4792,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1537.5,36.05902,255.3737,254.134,124.4792,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1538.0,36.19792,255.5042,253.8295,124.4792,51.95662,transitorio
WELL-00024,WELL-00024_20160830190958,1538.5,35.3993,255.5042,253.8295,124.4792,51.99356,transitorio
WELL-00024,WELL-00024_20160830190958,1539.0,41.24132,255.5042,254.0339,124.4792,52.03049,transitorio
WELL-00024,WELL-00024_20160830190958,1539.5,35.3125,255.2649,253.9034,124.4981,52.06742,transitorio
WELL-00024,WELL-00024_20160830190958,1540.0,37.62152,255.2649,253.8295,124.5218,52.10435,transitorio
WELL-00024,WELL-00024_20160830190958,1540.5,34.6875,255.2649,254.0687,124.5454,52.14128,transitorio
WELL-00024,WELL-00024_20160830190958,1541.0,40.98958,255.2649,254.221,124.566,52.17822,transitorio
WELL-00024,WELL-00024_20160830190958,1541.5,36.63194,255.2649,254.0687,124.566,52.19791,transitorio
WELL-00024,WELL-00024_20160830190958,1542.0,39.49652,255.2649,254.0687,124.566,52.19791,transitorio
WELL-00024,WELL-00024_20160830190958,1542.5,40.90278,255.2649,254.0687,124.566,52.19791,transitorio
WELL-00024,WELL-00024_20160830190958,1543.0,40.65972,255.2649,253.9382,124.566,52.19791,transitorio
WELL-00024,WELL-00024_20160830190958,1543.5,36.61458,255.3302,254.0687,124.566,52.19791,transitorio
WELL-00024,WELL-00024_20160830190958,1544.0,37.77777,255.2649,254.0687,124.5717,52.19791,transitorio
WELL-00024,WELL-00024_20160830190958,1544.5,40.76389,255.5694,254.2065,124.5932,52.19791,transitorio
WELL-00024,WELL-00024_20160830190958,1545.0,34.49652,255.2649,254.0687,124.6147,52.19791,transitorio
WELL-00024,WELL-00024_20160830190958,1545.5,33.93229,255.5476,254.0687,124.6363,52.19791,transitorio
WELL-00024,WELL-00024_20160830190958,1546.0,36.09375,255.2649,254.0687,124.5975,52.19791,transitorio
WELL-00024,WELL-00024_20160830190958,1546.5,41.42361,255.5042,254.0687,124.4871,52.19506,transitorio
WELL-00024,WELL-00024_20160830190958,1547.0,36.80555,255.3519,254.0687,124.6528,52.17797,transitorio
WELL-00024,WELL-00024_20160830190958,1547.5,40.72916,255.4824,254.0687,124.6528,52.16087,transitorio
WELL-00024,WELL-00024_20160830190958,1548.0,38.10764,255.2649,254.0687,124.5107,52.14377,transitorio
WELL-00024,WELL-00024_20160830190958,1548.5,39.11458,255.3954,254.0416,124.5896,52.12667,transitorio
WELL-00024,WELL-00024_20160830190958,1549.0,41.35416,255.2649,253.8784,124.6528,52.10957,transitorio
WELL-00024,WELL-00024_20160830190958,1549.5,37.72569,255.2649,253.8512,124.416,52.09248,transitorio
WELL-00024,WELL-00024_20160830190958,1550.0,39.84375,255.2649,254.0687,124.5635,52.07538,transitorio
WELL-00024,WELL-00024_20160830190958,1550.5,38.85416,255.3519,254.0687,124.5488,52.05828,transitorio
WELL-00024,WELL-00024_20160830190958,1551.0,39.75694,255.4824,254.0687,124.5341,52.04118,transitorio
WELL-00024,WELL-00024_20160830190958,1551.5,38.48958,255.3084,254.1666,124.5194,52.02409,transitorio
WELL-00024,WELL-00024_20160830190958,1552.0,35.17361,255.4389,254.1992,124.5047,52.00699,transitorio
WELL-00024,WELL-00024_20160830190958,1552.5,34.18402,255.5042,254.0687,124.49,51.98989,transitorio
WELL-00024,WELL-00024_20160830190958,1553.0,40.01736,255.5042,254.0687,124.4792,51.97279,transitorio
WELL-00024,WELL-00024_20160830190958,1553.5,38.7066,255.2649,254.0687,124.4792,51.99684,transitorio
WELL-00024,WELL-00024_20160830190958,1554.0,39.80902,255.5042,254.0687,124.4792,52.02231,transitorio
WELL-00024,WELL-00024_20160830190958,1554.5,36.28472,255.5042,254.308,124.4792,52.04778,transitorio
WELL-00024,WELL-00024_20160830190958,1555.0,41.75347,255.5042,254.2862,124.4792,52.07325,transitorio
WELL-00024,WELL-00024_20160830190958,1555.5,35.03472,255.5042,254.1557,124.4792,52.09872,transitorio
WELL-00024,WELL-00024_20160830190958,1556.0,39.82639,255.5042,254.0687,124.4792,52.1242,transitorio
WELL-00024,WELL-00024_20160830190958,1556.5,38.05555,255.2649,254.0579,124.3726,52.14967,transitorio
WELL-00024,WELL-00024_20160830190958,1557.0,37.88194,255.4607,254.0252,124.3529,52.17514,transitorio
WELL-00024,WELL-00024_20160830190958,1557.5,36.12847,255.2649,254.0687,124.5896,52.20061,transitorio
WELL-00024,WELL-00024_20160830190958,1558.0,33.2118,255.3302,254.0687,124.6094,52.22608,transitorio
WELL-00024,WELL-00024_20160830190958,1558.5,39.92188,255.2649,254.0687,124.5502,52.23205,transitorio
WELL-00024,WELL-00024_20160830190958,1559.0,34.46181,255.5042,254.0687,124.491,52.19902,transitorio
WELL-00024,WELL-00024_20160830190958,1559.5,39.27083,255.5042,254.0687,124.758,52.16599,transitorio
WELL-00024,WELL-00024_20160830190958,1560.0,37.25694,255.5042,254.2645,124.6002,52.13296,transitorio
WELL-00024,WELL-00024_20160830190958,1560.5,38.69792,255.2649,254.0687,124.562,52.09993,transitorio
WELL-00024,WELL-00024_20160830190958,1561.0,36.2066,255.5042,254.308,124.5028,52.0669,transitorio
WELL-00024,WELL-00024_20160830190958,1561.5,35.01736,255.4389,254.0687,124.708,52.03387,transitorio
WELL-00024,WELL-00024_20160830190958,1562.0,37.62152,255.5259,254.0687,124.6291,52.00084,transitorio
WELL-00024,WELL-00024_20160830190958,1562.5,39.27083,255.564,254.0687,124.609,51.96782,transitorio
WELL-00024,WELL-00024_20160830190958,1563.0,38.69949,255.3737,254.2155,124.5621,51.93478,transitorio
WELL-00024,WELL-00024_20160830190958,1563.5,32.55208,255.5042,254.2645,124.5151,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1564.0,41.14583,255.5042,254.0687,124.7001,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1564.5,39.0625,255.5042,254.0687,124.5028,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1565.0,35.06944,255.3519,254.0687,124.6804,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1565.5,35.59027,255.5042,254.0687,124.5739,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1566.0,40.10416,255.6999,254.0687,124.708,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1566.5,33.85416,255.6346,254.0687,124.4108,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1567.0,41.40625,255.5042,254.0687,124.4502,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1567.5,36.22685,255.2649,254.0687,124.6054,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1568.0,33.50694,255.5042,254.0687,124.4792,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1568.5,39.40972,255.3737,253.9382,124.4792,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1569.0,36.19791,255.2649,254.0687,124.4792,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1569.5,42.79514,255.4824,254.0687,124.6843,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1570.0,34.11458,255.5042,254.0687,124.5186,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1570.5,34.4618,255.6564,254.0687,124.4239,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1571.0,35.41666,255.2649,254.1992,124.7041,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1571.5,38.45486,255.4607,254.0687,124.5857,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1572.0,35.9375,255.3954,254.0687,124.5265,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1572.5,38.06423,255.3302,254.0687,124.6094,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1573.0,35.80729,255.2649,254.0687,124.6922,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1573.5,34.4618,255.2649,254.0687,124.5502,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1574.0,34.84375,255.6346,254.0687,124.616,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1574.5,39.40972,255.5476,254.1122,124.779,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1575.0,39.05382,255.7216,254.0687,124.637,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1575.5,35.60185,255.2649,254.0687,124.7159,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1576.0,40.06944,255.4389,254.0687,124.5383,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1576.5,33.54166,255.5042,254.0687,124.5183,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1577.0,41.5625,255.4389,254.0687,124.5771,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1577.5,39.21007,255.2649,254.0687,124.6358,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1578.0,38.03819,255.5042,254.0542,124.6945,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1578.5,39.79166,255.2867,253.8367,124.5186,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1579.0,38.00347,255.5042,254.0687,124.6488,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1579.5,41.38889,255.3519,254.0687,124.5423,51.92708,transitorio
WELL-00024,WELL-00024_20160830190958,1580.0,37.01389,255.5042,254.0687,124.6738,51.92708,transitorio
WELL-00024,WELL-00024_20160911063934,0.0,31.59722,254.8082,253.612,122.1547,56.30396,normal
WELL-00024,WELL-00024_20160911063934,0.5,34.25347,255.0257,253.5903,122.1481,56.298,normal
WELL-00024,WELL-00024_20160911063934,1.0,30.95486,255.0257,253.4815,122.1414,56.29203,normal
WELL-00024,WELL-00024_20160911063934,1.5,30.46875,255.0257,253.5903,122.1349,56.28606,normal
WELL-00024,WELL-00024_20160911063934,2.0,31.42361,255.0257,253.5903,122.1301,56.2801,normal
WELL-00024,WELL-00024_20160911063934,2.5,30.03472,255.0257,253.5903,122.1253,56.27414,normal
WELL-00024,WELL-00024_20160911063934,3.0,29.98264,255.0257,253.8295,122.1205,56.26817,normal
WELL-00024,WELL-00024_20160911063934,3.5,30.52083,255.0257,253.5903,122.1157,56.2622,normal
WELL-00024,WELL-00024_20160911063934,4.0,34.87847,255.0257,253.5903,122.1109,56.24716,normal
WELL-00024,WELL-00024_20160911063934,4.5,34.63541,255.0257,253.438,122.106,56.22822,normal
WELL-00024,WELL-00024_20160911063934,5.0,29.60069,255.0257,253.438,122.1012,56.20928,normal
WELL-00024,WELL-00024_20160911063934,5.5,31.97917,255.0257,253.5903,122.0964,56.19034,normal
WELL-00024,WELL-00024_20160911063934,6.0,34.36921,255.0692,253.351,122.0916,56.1714,normal
WELL-00024,WELL-00024_20160911063934,6.5,32.74305,255.0257,253.4598,122.0868,56.15246,normal
WELL-00024,WELL-00024_20160911063934,7.0,33.4375,255.0257,253.699,122.082,56.13352,normal
WELL-00024,WELL-00024_20160911063934,7.5,33.38541,255.0257,253.8295,122.0772,56.11458,normal
WELL-00024,WELL-00024_20160911063934,8.0,30.78125,255.0257,253.8295,122.0724,56.09564,normal
WELL-00024,WELL-00024_20160911063934,8.5,37.39583,255.0257,253.8295,122.0675,56.08661,normal
WELL-00024,WELL-00024_20160911063934,9.0,34.00174,255.0257,253.5903,122.0627,56.12716,normal
WELL-00024,WELL-00024_20160911063934,9.5,34.25347,255.0257,253.438,122.0579,56.16771,normal
WELL-00024,WELL-00024_20160911063934,10.0,30.85395,255.0257,253.5903,122.0531,56.20825,normal
WELL-00024,WELL-00024_20160911063934,10.5,28.81944,255.0257,253.786,122.0526,56.24879,normal
WELL-00024,WELL-00024_20160911063934,11.0,37.32639,255.0257,253.3728,122.1117,56.28934,normal
WELL-00024,WELL-00024_20160911063934,11.5,31.64062,255.0257,253.7425,122.1354,56.31333,normal
WELL-00024,WELL-00024_20160911063934,12.0,33.94097,255.1888,253.8295,122.1354,56.32629,normal
WELL-00024,WELL-00024_20160911063934,12.5,34.15799,255.0257,253.786,122.1354,56.33925,normal
WELL-00024,WELL-00024_20160911063934,13.0,30.03472,255.1236,253.786,122.1354,56.35221,normal
WELL-00024,WELL-00024_20160911063934,13.5,28.55903,255.0692,253.699,122.1354,56.36517,normal
WELL-00024,WELL-00024_20160911063934,14.0,31.07639,255.1997,253.6555,122.1354,56.37812,normal
WELL-00024,WELL-00024_20160911063934,14.5,35.9375,255.0257,253.8295,122.1354,56.39108,normal
WELL-00024,WELL-00024_20160911063934,15.0,28.35286,255.0257,253.8295,122.1354,56.40404,normal
WELL-00024,WELL-00024_20160911063934,15.5,35.85069,255.0257,253.7751,122.1354,56.417,normal
WELL-00024,WELL-00024_20160911063934,16.0,31.12847,255.0257,253.5903,122.1354,56.42995,normal
WELL-00024,WELL-00024_20160911063934,16.5,32.56944,255.2432,253.8078,122.1354,56.44291,normal
WELL-00024,WELL-00024_20160911063934,17.0,36.6088,255.1127,253.5903,122.1354,56.45587,normal
WELL-00024,WELL-00024_20160911063934,17.5,34.7743,255.0909,253.8295,122.1354,56.46883,normal
WELL-00024,WELL-00024_20160911063934,18.0,35.85069,255.0257,253.8295,122.1354,56.48179,normal
WELL-00024,WELL-00024_20160911063934,18.5,35.12152,255.2649,253.7208,122.1354,56.46875,normal
WELL-00024,WELL-00024_20160911063934,19.0,28.24653,255.0257,253.612,122.1354,56.44271,normal
WELL-00024,WELL-00024_20160911063934,19.5,34.82639,255.2214,253.8295,122.1354,56.41666,normal
WELL-00024,WELL-00024_20160911063934,20.0,33.29861,255.2649,253.8295,122.1354,56.39062,normal
WELL-00024,WELL-00024_20160911063934,20.5,32.20486,255.0692,253.8295,122.1354,56.36458,normal
WELL-00024,WELL-00024_20160911063934,21.0,31.51042,255.0909,253.7208,122.1354,56.33854,normal
WELL-00024,WELL-00024_20160911063934,21.5,31.51041,255.0909,253.6555,122.1354,56.3125,normal
WELL-00024,WELL-00024_20160911063934,22.0,36.0243,255.0257,253.5903,122.1354,56.32436,normal
WELL-00024,WELL-00024_20160911063934,22.5,32.07465,255.0257,253.7643,122.1354,56.35001,normal
WELL-00024,WELL-00024_20160911063934,23.0,32.07465,255.1562,253.7751,122.1354,56.37566,normal
WELL-00024,WELL-00024_20160911063934,23.5,33.76736,255.1199,253.8295,122.1354,56.40131,normal
WELL-00024,WELL-00024_20160911063934,24.0,32.29166,255.0656,253.8295,122.1354,56.42695,normal
WELL-00024,WELL-00024_20160911063934,24.5,31.42361,255.1344,253.8295,122.1354,56.4526,normal
WELL-00024,WELL-00024_20160911063934,25.0,28.47222,255.0257,253.8295,122.1354,56.47824,normal
WELL-00024,WELL-00024_20160911063934,25.5,31.94444,255.0257,253.5903,122.1354,56.50389,normal
WELL-00024,WELL-00024_20160911063934,26.0,36.41493,255.0257,253.8295,122.1354,56.52954,normal
WELL-00024,WELL-00024_20160911063934,26.5,33.68055,255.2649,253.8295,122.1354,56.51976,normal
WELL-00024,WELL-00024_20160911063934,27.0,32.20486,255.0257,253.8295,122.1354,56.50745,normal
WELL-00024,WELL-00024_20160911063934,27.5,35.24305,255.0257,253.8295,122.1354,56.49514,normal
WELL-00024,WELL-00024_20160911063934,28.0,31.72743,255.0257,253.7425,122.1354,56.48109,normal
WELL-00024,WELL-00024_20160911063934,28.5,31.68403,255.0257,253.8295,122.1354,56.46228,normal
WELL-00024,WELL-00024_20160911063934,29.0,37.5,255.0257,253.699,122.1354,56.44347,normal
WELL-00024,WELL-00024_20160911063934,29.5,29.77431,255.0257,253.8295,122.1354,56.42467,normal
WELL-00024,WELL-00024_20160911063934,30.0,31.3368,255.0257,253.8295,122.1354,56.40586,normal
WELL-00024,WELL-00024_20160911063934,30.5,35.76389,255.0257,253.7969,122.1354,56.39502,normal
WELL-00024,WELL-00024_20160911063934,31.0,31.73611,255.0257,253.8295,122.1354,56.39329,normal
WELL-00024,WELL-00024_20160911063934,31.5,29.94792,255.2649,253.6229,122.1354,56.39156,transitorio
WELL-00024,WELL-00024_20160911063934,32.0,30.20833,255.0467,253.6555,122.1354,56.38983,transitorio
WELL-00024,WELL-00024_20160911063934,32.5,30.69444,255.1726,253.8295,122.1354,56.3881,transitorio
WELL-00024,WELL-00024_20160911063934,33.0,37.17014,255.0909,253.7643,122.1354,56.38638,transitorio
WELL-00024,WELL-00024_20160911063934,33.5,30.38194,255.0257,253.5903,122.1354,56.38464,transitorio
WELL-00024,WELL-00024_20160911063934,34.0,32.60416,255.0257,253.6338,122.1354,56.38292,transitorio
WELL-00024,WELL-00024_20160911063934,34.5,35.78125,255.0257,253.5903,122.1354,56.38119,transitorio
WELL-00024,WELL-00024_20160911063934,35.0,31.11111,255.0257,253.5033,122.1354,56.37946,transitorio
WELL-00024,WELL-00024_20160911063934,35.5,29.53125,255.0257,253.5903,122.1354,56.37773,transitorio
WELL-00024,WELL-00024_20160911063934,36.0,30.10417,255.0039,253.5903,122.1354,56.376,transitorio
WELL-00024,WELL-00024_20160911063934,36.5,32.62152,255.0257,253.8295,122.1354,56.37427,transitorio
WELL-00024,WELL-00024_20160911063934,37.0,28.59375,255.0257,253.5903,122.1354,56.37254,transitorio
WELL-00024,WELL-00024_20160911063934,37.5,29.53125,255.0257,253.8295,122.1354,56.37081,transitorio
WELL-00024,WELL-00024_20160911063934,38.0,30.64236,255.2649,253.8295,122.1354,56.36908,transitorio
WELL-00024,WELL-00024_20160911063934,38.5,32.8559,255.0257,253.8295,122.1354,56.36735,transitorio
WELL-00024,WELL-00024_20160911063934,39.0,35.74652,255.0257,253.8295,122.1354,56.36562,transitorio
WELL-00024,WELL-00024_20160911063934,39.5,29.72222,255.0257,253.5903,122.1354,56.36389,transitorio
WELL-00024,WELL-00024_20160911063934,40.0,37.01389,255.0257,253.5903,122.1354,56.36216,transitorio
WELL-00024,WELL-00024_20160911063934,40.5,27.95139,255.0257,253.5903,122.1354,56.36044,transitorio
WELL-00024,WELL-00024_20160911063934,41.0,31.5625,255.0257,253.5903,122.1354,56.3587,transitorio
WELL-00024,WELL-00024_20160911063934,41.5,36.38889,255.0039,253.351,122.1354,56.35698,transitorio
WELL-00024,WELL-00024_20160911063934,42.0,37.5868,254.9822,253.5903,122.1354,56.35525,transitorio
WELL-00024,WELL-00024_20160911063934,42.5,31.79688,255.0257,253.7208,122.1354,56.35352,transitorio
WELL-00024,WELL-00024_20160911063934,43.0,34.18402,255.0257,253.5903,122.1354,56.35179,transitorio
WELL-00024,WELL-00024_20160911063934,43.5,27.08333,255.0257,253.351,122.1354,56.35307,transitorio
WELL-00024,WELL-00024_20160911063934,44.0,33.17708,254.8517,253.5903,122.1354,56.35955,transitorio
WELL-00024,WELL-00024_20160911063934,44.5,32.62153,254.8952,253.4598,122.1354,56.36602,transitorio
WELL-00024,WELL-00024_20160911063934,45.0,31.44097,255.0257,253.3945,122.1354,56.37251,transitorio
WELL-00024,WELL-00024_20160911063934,45.5,34.87847,255.0257,253.5903,122.1354,56.37898,transitorio
WELL-00024,WELL-00024_20160911063934,46.0,30.26042,255.0257,253.351,122.1354,56.38546,transitorio
WELL-00024,WELL-00024_20160911063934,46.5,29.47917,254.8734,253.3945,122.1354,56.39194,transitorio
WELL-00024,WELL-00024_20160911063934,47.0,38.19444,254.8082,253.3728,122.1354,56.40162,transitorio
WELL-00024,WELL-00024_20160911063934,47.5,29.35764,254.8299,253.351,122.1354,56.4161,transitorio
WELL-00024,WELL-00024_20160911063934,48.0,33.59375,255.0257,253.351,122.1354,56.43059,transitorio
WELL-00024,WELL-00024_20160911063934,48.5,33.28125,254.7865,253.351,122.1354,56.44507,transitorio
WELL-00024,WELL-00024_20160911063934,49.0,31.94444,254.7865,253.351,122.1354,56.45955,transitorio
WELL-00024,WELL-00024_20160911063934,49.5,29.46181,254.7865,253.177,122.1354,56.47404,transitorio
WELL-00024,WELL-00024_20160911063934,50.0,35.08681,254.8734,253.351,122.1354,56.49099,transitorio
WELL-00024,WELL-00024_20160911063934,50.5,30.53819,254.7865,253.1335,122.1354,56.52031,transitorio
WELL-00024,WELL-00024_20160911063934,51.0,31.13715,254.9822,253.5468,122.1354,56.54961,transitorio
WELL-00024,WELL-00024_20160911063934,51.5,37.06597,255.0257,253.4946,122.1354,56.57893,transitorio
WELL-00024,WELL-00024_20160911063934,52.0,30.9375,254.9387,253.438,122.1354,56.60824,transitorio
WELL-00024,WELL-00024_20160911063934,52.5,31.21528,254.7865,253.5685,122.1354,56.63755,transitorio
WELL-00024,WELL-00024_20160911063934,53.0,30.20833,254.7865,253.351,122.1354,56.66686,transitorio
WELL-00024,WELL-00024_20160911063934,53.5,29.98264,254.7865,253.351,122.1354,56.69617,transitorio
WELL-00024,WELL-00024_20160911063934,54.0,36.66666,254.7865,253.351,122.1354,56.70931,transitorio
WELL-00024,WELL-00024_20160911063934,54.5,30.22569,254.7865,253.5033,122.1354,56.70396,transitorio
WELL-00024,WELL-00024_20160911063934,55.0,33.96991,254.8734,253.2858,122.1354,56.6986,transitorio
WELL-00024,WELL-00024_20160911063934,55.5,36.57986,254.8734,253.5033,122.1354,56.69325,transitorio
WELL-00024,WELL-00024_20160911063934,56.0,29.23611,254.7865,253.5685,122.1354,56.6879,transitorio
WELL-00024,WELL-00024_20160911063934,56.5,29.05671,254.7865,253.3075,122.1354,56.68254,transitorio
WELL-00024,WELL-00024_20160911063934,57.0,35.17361,254.7865,253.2205,122.1354,56.67719,transitorio
WELL-00024,WELL-00024_20160911063934,57.5,33.80208,254.7865,253.177,122.1354,56.67184,transitorio
WELL-00024,WELL-00024_20160911063934,58.0,30.64236,254.7865,253.351,122.1354,56.66268,transitorio
WELL-00024,WELL-00024_20160911063934,58.5,36.66666,254.7865,253.351,122.1354,56.5432,transitorio
WELL-00024,WELL-00024_20160911063934,59.0,32.35243,254.9169,253.5903,122.1354,56.51542,transitorio
WELL-00024,WELL-00024_20160911063934,59.5,31.3368,254.8299,253.351,122.1354,56.49784,transitorio
WELL-00024,WELL-00024_20160911063934,60.0,33.69792,254.8082,253.5794,122.1354,56.48025,transitorio
WELL-00024,WELL-00024_20160911063934,60.5,33.45486,254.7103,253.1988,122.1354,56.46266,transitorio
WELL-00024,WELL-00024_20160911063934,61.0,32.20486,254.7865,253.1988,122.1354,56.44508,transitorio
WELL-00024,WELL-00024_20160911063934,61.5,31.51042,255.0039,253.351,122.1354,56.44097,transitorio
WELL-00024,WELL-00024_20160911063934,62.0,35.86805,254.6886,253.351,122.1354,56.44097,transitorio
WELL-00024,WELL-00024_20160911063934,62.5,32.34375,254.8517,253.351,122.1354,56.44097,transitorio
WELL-00024,WELL-00024_20160911063934,63.0,31.5625,254.7865,253.351,122.1354,56.44097,transitorio
WELL-00024,WELL-00024_20160911063934,63.5,34.0625,254.7865,253.1118,122.1354,56.44097,transitorio
WELL-00024,WELL-00024_20160911063934,64.0,35.41666,254.7212,253.351,122.1354,56.44593,transitorio
WELL-00024,WELL-00024_20160911063934,64.5,29.70486,254.7865,253.2205,122.1354,56.45337,transitorio
WELL-00024,WELL-00024_20160911063934,65.0,31.40625,254.7865,253.351,122.1347,56.46081,transitorio
WELL-00024,WELL-00024_20160911063934,65.5,30.29514,254.7865,253.351,122.1332,56.46825,transitorio
WELL-00024,WELL-00024_20160911063934,66.0,33.62847,254.7865,253.351,122.1317,56.47569,transitorio
WELL-00024,WELL-00024_20160911063934,66.5,32.22222,254.6995,253.264,122.1301,56.48314,transitorio
WELL-00024,WELL-00024_20160911063934,67.0,34.98264,254.8082,253.351,122.1286,56.49057,transitorio
WELL-00024,WELL-00024_20160911063934,67.5,29.53125,254.743,253.3075,122.127,56.49802,transitorio
WELL-00024,WELL-00024_20160911063934,68.0,30.92014,254.7865,253.2423,122.1255,56.50546,transitorio
WELL-00024,WELL-00024_20160911063934,68.5,32.67361,254.685,253.351,122.1239,56.5129,transitorio
WELL-00024,WELL-00024_20160911063934,69.0,32.91666,254.7865,253.351,122.1224,56.52034,transitorio
WELL-00024,WELL-00024_20160911063934,69.5,35.52083,254.7212,253.351,122.1208,56.52778,transitorio
WELL-00024,WELL-00024_20160911063934,70.0,33.88889,254.6777,253.1118,122.1193,56.54605,transitorio
WELL-00024,WELL-00024_20160911063934,70.5,32.22222,254.7865,253.351,122.1178,56.5738,transitorio
WELL-00024,WELL-00024_20160911063934,71.0,35.67708,254.7865,253.3293,122.1162,56.60155,transitorio
WELL-00024,WELL-00024_20160911063934,71.5,32.8125,254.7865,253.1118,122.1147,56.6293,transitorio
WELL-00024,WELL-00024_20160911063934,72.0,32.03125,254.9387,253.1988,122.1131,56.65705,transitorio
WELL-00024,WELL-00024_20160911063934,72.5,34.28819,254.8685,253.351,122.1116,56.6848,transitorio
WELL-00024,WELL-00024_20160911063934,73.0,30.03472,254.8734,253.1988,122.11,56.71254,transitorio
WELL-00024,WELL-00024_20160911063934,73.5,38.5243,254.7865,253.351,122.1085,56.74029,transitorio
WELL-00024,WELL-00024_20160911063934,74.0,34.02778,254.7865,253.2205,122.1069,56.75167,transitorio
WELL-00024,WELL-00024_20160911063934,74.5,32.15277,254.6886,253.1553,122.1054,56.73848,transitorio
WELL-00024,WELL-00024_20160911063934,75.0,31.80121,254.7865,253.351,122.1039,56.72529,transitorio
